player_name,team,bio_stat,positions,traits,liga_25_stats,season_performance
Patrick Sequeira,Casa Pia AC,"190 cmHeight1Shirt25 yearsMar 1, 1999RightPreferred footCosta RicaCountry€400KMarket value",PositionPrimaryKeeperGK,Long ball accuracy100%Clean sheet100%High claim89%Sweeper97%Goals conceded93%Save percentage100%,1Clean sheets5Goals conceded0/0Saved penalties7.14Rating3Matches270Minutes played0Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves10Save percentage66.7%Goals conceded5Goals prevented-1.14Clean sheets1Error led to goal0Acted as sweeper5High claim6DistributionPass accuracy52.9%Accurate long balls17Long ball accuracy29.8%DisciplineYellow cards0Red cards0
Sidnei Tavares,Moreirense,"188 cmHeight5Shirt22 yearsSep 29, 2001RightPreferred footPortugalCountry€750KMarket value",PositionPrimaryDefensive MidfielderDM,,0Goals0Assists2Started3Matches143Minutes played6.50Rating1Yellow cards1Red cards,Season performanceMinutes played: 143TotalPer 90ShootingRankGoals0Expected goals (xG)0.32Non-penalty xG0.32Shots0PassingAssists0Expected assists (xA)0.04Successful passes34Pass accuracy82.9%Chances created3PossessionSuccessful dribbles2Dribble success66.7%Touches67Touches in opposition box2Dispossessed0Fouls won5DefendingTackles won2Tackles won %40.0%Duels won12Duels won %70.6%Interceptions1Fouls committed1Recoveries7Dribbled past2DisciplineYellow cards0Red cards1
Amine El Ouazzani,Braga,"188 cmHeight9Shirt23 yearsJul 15, 2001RightPreferred footMoroccoCountry","PositionPrimaryStrikerOthersRight Midfielder, Right WingerRMRWST",Touches30%Shot attempts25%Goals49%Chances created13%Aerial duels won27%Defensive actions25%,1Goals0Assists2Started4Matches186Minutes played6.42Rating0Yellow cards0Red cards,Season performanceMinutes played: 186TotalPer 90ShootingRankGoals1Expected goals (xG)0.60xG on target (xGOT)0.78Non-penalty xG0.60Shots1Shots on target1PassingAssists0Expected assists (xA)0.09Successful passes32Pass accuracy78.0%Accurate long balls1Long ball accuracy100.0%Chances created3PossessionTouches69Touches in opposition box10Dispossessed3Fouls won2DefendingDuels won6Duels won %27.3%Aerial duels won2Aerial duels won %22.2%Interceptions1Fouls committed2Recoveries6Possession won final 3rd2Dribbled past1DisciplineYellow cards0Red cards0
Bruno Costa,Nacional,"176 cmHeight8Shirt27 yearsApr 19, 1997RightPreferred footPortugalCountry€900KMarket value","PositionPrimaryCentral MidfielderOthersDefensive Midfielder, Attacking MidfielderDMCMAM",Touches61%Shot attempts1%Goals0%Chances created77%Aerial duels won11%Defensive actions10%,0Goals0Assists2Started4Matches125Minutes played6.49Rating0Yellow cards0Red cards,Season performanceMinutes played: 125TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.42Successful passes38Pass accuracy82.6%Accurate long balls2Long ball accuracy66.7%Chances created6Successful crosses6Cross accuracy100.0%PossessionSuccessful dribbles3Dribble success100.0%Touches72Touches in opposition box1Dispossessed1Fouls won7DefendingPenalties conceded1Duels won11Duels won %64.7%Aerial duels won1Aerial duels won %50.0%Fouls committed3Recoveries6Dribbled past1DisciplineYellow cards0Red cards0
Vinicius Zanocelo,Estoril,"185 cmHeight7Shirt23 yearsJan 30, 2001BrazilCountry€2.9MMarket value",PositionPrimaryCentral MidfielderCM,Touches52%Shot attempts19%Goals45%Chances created21%Aerial duels won53%Defensive actions56%,0Goals0Assists4Started4Matches360Minutes played6.59Rating2Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.01Non-penalty xG0.01Shots1PassingAssists0Expected assists (xA)0.11Successful passes153Pass accuracy87.4%Accurate long balls7Long ball accuracy63.6%Chances created1PossessionSuccessful dribbles2Dribble success66.7%Touches213Touches in opposition box1Dispossessed2Fouls won3DefendingTackles won2Tackles won %50.0%Duels won13Duels won %36.1%Aerial duels won4Aerial duels won %44.4%Interceptions5Blocked1Fouls committed9Recoveries18Possession won final 3rd2Dribbled past6DisciplineYellow cards2Red cards0
Josafat Mendes,Basel,"177 cmHeight21 yearsDec 31, 2002RightPreferred footSwedenCountry€3MMarket value",PositionPrimaryRight-backOthersLeft-backRBLB,Touches71%Shot attempts1%Goals0%Chances created56%Aerial duels won14%Defensive actions19%,0Goals0Assists2Started4Matches184Minutes played6.39Rating0Yellow cards0Red cards,Season performanceMinutes played: 184TotalPer 90ShootingRankGoals0Expected goals (xG)0.03xG on target (xGOT)0.14Non-penalty xG0.03Shots1Shots on target1PassingAssists0Expected assists (xA)0.16Successful passes90Pass accuracy90.0%Accurate long balls3Long ball accuracy42.9%Chances created2PossessionSuccessful dribbles1Dribble success50.0%Touches154Touches in opposition box3Dispossessed2Fouls won1DefendingTackles won1Tackles won %50.0%Duels won4Duels won %22.2%Interceptions1Fouls committed7Recoveries4DisciplineYellow cards0Red cards0
Pedro Santos,Arouca,"183 cmHeight89Shirt23 yearsOct 12, 2000RightPreferred footPortugalCountry€300KMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches95%Shot attempts21%Goals0%Chances created43%Aerial duels won3%Defensive actions26%,0Goals0Assists1Started3Matches105Minutes played6.48Rating0Yellow cards0Red cards,Season performanceMinutes played: 105TotalPer 90ShootingRankGoals0Expected goals (xG)0.05Non-penalty xG0.05Shots3PassingAssists0Expected assists (xA)0.04Successful passes45Pass accuracy83.3%Accurate long balls1Long ball accuracy100.0%Chances created1PossessionSuccessful dribbles1Dribble success50.0%Touches75Touches in opposition box1Dispossessed1Fouls won3DefendingTackles won4Tackles won %100.0%Duels won8Duels won %53.3%Fouls committed2Recoveries4Dribbled past4DisciplineYellow cards0Red cards0
Rafik Guitane,Braga,"164 cmHeight25 yearsMay 26, 1999LeftPreferred footFranceCountry€5.1MMarket value",PositionPrimaryRight WingerRW,Touches72%Shot attempts9%Goals40%Chances created85%Aerial duels won3%Defensive actions1%,0Goals0Assists1Started3Matches97Minutes played6.48Rating0Yellow cards0Red cards,Season performanceMinutes played: 97TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.08Successful passes20Pass accuracy74.1%Accurate long balls1Long ball accuracy50.0%Chances created1Successful crosses1Cross accuracy50.0%PossessionSuccessful dribbles3Dribble success75.0%Touches43Touches in opposition box2Dispossessed2Fouls won3DefendingDuels won8Duels won %72.7%Aerial duels won2Aerial duels won %100.0%Recoveries4Possession won final 3rd1DisciplineYellow cards0Red cards0
Joao Tome,Rio Ave,"185 cmHeight20Shirt21 yearsFeb 12, 2003RightPreferred footPortugalCountry€850KMarket value",PositionPrimaryLeft MidfielderLM,,0Goals0Assists2Started4Matches186Minutes played6.45Rating0Yellow cards0Red cards,Season performanceMinutes played: 186TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.11Successful passes31Pass accuracy66.0%Accurate long balls2Long ball accuracy33.3%Chances created2Successful crosses1Cross accuracy20.0%PossessionSuccessful dribbles1Dribble success100.0%Touches97Touches in opposition box3Dispossessed0Fouls won3DefendingTackles won2Tackles won %40.0%Duels won11Duels won %55.0%Aerial duels won3Aerial duels won %75.0%Interceptions1Fouls committed6Recoveries1Dribbled past2DisciplineYellow cards0Red cards0
Nani,Estrela da Amadora,"175 cmHeight17Shirt37 yearsNov 17, 1986BothPreferred footPortugalCountry€200KMarket value","PositionPrimaryLeft WingerOthersLeft Midfielder, StrikerLMLWST",Touches60%Shot attempts53%Goals57%Chances created54%Aerial duels won82%Defensive actions58%,0Goals0Assists2Started4Matches201Minutes played6.50Rating1Yellow cards0Red cards,Season performanceMinutes played: 201TotalPer 90ShootingRankGoals0Expected goals (xG)0.10Non-penalty xG0.10Shots1PassingAssists0Expected assists (xA)0.16Successful passes75Pass accuracy77.3%Accurate long balls1Long ball accuracy25.0%Chances created2Successful crosses1Cross accuracy20.0%PossessionSuccessful dribbles2Dribble success40.0%Touches130Touches in opposition box1Dispossessed0Fouls won5DefendingTackles won1Tackles won %33.3%Duels won13Duels won %56.5%Aerial duels won3Aerial duels won %60.0%Interceptions2Fouls committed1Recoveries15Possession won final 3rd3Dribbled past4DisciplineYellow cards1Red cards0
Victor Gomez,Braga,"169 cmHeight2Shirt24 yearsApr 1, 2000RightPreferred footSpainCountry€8.5MMarket value",PositionPrimaryRight-backRB,Touches71%Shot attempts29%Goals0%Chances created94%Aerial duels won21%Defensive actions33%,0Goals0Assists2Started3Matches176Minutes played6.64Rating1Yellow cards0Red cards,Season performanceMinutes played: 176TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.20Successful passes66Pass accuracy86.8%Accurate long balls3Long ball accuracy75.0%Chances created2Successful crosses3Cross accuracy27.3%PossessionTouches111Dispossessed0Fouls won1DefendingDuels won3Duels won %30.0%Aerial duels won1Aerial duels won %33.3%Interceptions1Fouls committed2Recoveries10Possession won final 3rd2Dribbled past4DisciplineYellow cards1Red cards0
Pedro Amaral,Estoril,"178 cmHeight24Shirt27 yearsAug 25, 1997LeftPreferred footPortugalCountry€650KMarket value",PositionPrimaryLeft-backOthersLeft MidfielderLBLM,Touches30%Shot attempts60%Goals64%Chances created62%Aerial duels won56%Defensive actions47%,0Goals0Assists4Started4Matches360Minutes played6.53Rating0Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.09xG on target (xGOT)0.02Non-penalty xG0.09Shots3Shots on target1PassingAssists0Expected assists (xA)0.40Successful passes95Pass accuracy79.8%Accurate long balls3Long ball accuracy33.3%Chances created5Successful crosses6Cross accuracy35.3%PossessionSuccessful dribbles1Dribble success33.3%Touches222Touches in opposition box4Dispossessed3Fouls won3DefendingTackles won1Tackles won %50.0%Duels won14Duels won %46.7%Aerial duels won8Aerial duels won %80.0%Interceptions4Fouls committed4Recoveries6Dribbled past5DisciplineYellow cards0Red cards0
Joao Goulart,Casa Pia AC,"191 cmHeight4Shirt24 yearsJan 27, 2000RightPreferred footPortugalCountry€100KMarket value",PositionPrimaryCenter-backCB,,0Goals0Assists4Started4Matches359Minutes played6.66Rating0Yellow cards0Red cards,Season performanceMinutes played: 359TotalPer 90ShootingRankGoals0Expected goals (xG)0.21xG on target (xGOT)0.68Non-penalty xG0.21Shots4Shots on target1PassingAssists0Expected assists (xA)0.03Successful passes132Pass accuracy76.7%Accurate long balls13Long ball accuracy37.1%PossessionSuccessful dribbles1Dribble success100.0%Touches228Touches in opposition box7Dispossessed1Fouls won3DefendingTackles won7Tackles won %100.0%Duels won17Duels won %60.7%Aerial duels won6Aerial duels won %54.5%Interceptions6Fouls committed4Recoveries8Dribbled past2DisciplineYellow cards0Red cards0
José Fonte,Casa Pia AC,"185 cmHeight6Shirt40 yearsDec 22, 1983RightPreferred footPortugalCountry€100KMarket value",PositionPrimaryCenter-backCB,Touches67%Shot attempts69%Goals0%Chances created46%Aerial duels won41%Defensive actions34%,0Goals0Assists4Started4Matches360Minutes played6.58Rating1Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.33xG on target (xGOT)0.83Non-penalty xG0.33Shots2Shots on target1PassingAssists0Expected assists (xA)0.01Successful passes140Pass accuracy88.6%Accurate long balls8Long ball accuracy50.0%PossessionTouches204Touches in opposition box5Dispossessed0Fouls won1DefendingTackles won5Tackles won %83.3%Duels won12Duels won %66.7%Aerial duels won5Aerial duels won %45.5%Interceptions4Fouls committed1Recoveries15DisciplineYellow cards1Red cards0
Michel Costa,Estoril,"165 cmHeight8Shirt22 yearsDec 20, 2001BothPreferred footBrazilCountry€150KMarket value",PositionPrimaryCentral MidfielderCM,Touches58%Shot attempts11%Goals0%Chances created4%Aerial duels won43%Defensive actions62%,0Goals0Assists3Started4Matches256Minutes played6.33Rating1Yellow cards0Red cards,Season performanceMinutes played: 256TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.09Successful passes82Pass accuracy83.7%Accurate long balls5Long ball accuracy45.5%Chances created1Successful crosses1Cross accuracy50.0%PossessionSuccessful dribbles2Dribble success33.3%Touches133Dispossessed1Fouls won6DefendingTackles won1Tackles won %100.0%Duels won10Duels won %43.5%Aerial duels won1Aerial duels won %50.0%Interceptions3Blocked1Fouls committed6Recoveries9Possession won final 3rd1Dribbled past2DisciplineYellow cards1Red cards0
Eliaquim Mangala,Estoril,"188 cmHeight5Shirt33 yearsFeb 13, 1991LeftPreferred footFranceCountry€1.9MMarket value",PositionPrimaryCenter-backCB,Touches53%Shot attempts1%Goals0%Chances created7%Aerial duels won13%Defensive actions74%,0Goals0Assists4Started4Matches360Minutes played6.55Rating3Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.01Successful passes168Pass accuracy87.5%Accurate long balls6Long ball accuracy31.6%PossessionSuccessful dribbles3Dribble success75.0%Touches241Touches in opposition box2Dispossessed3DefendingTackles won6Tackles won %85.7%Duels won15Duels won %38.5%Aerial duels won5Aerial duels won %38.5%Interceptions6Fouls committed10Recoveries9Dribbled past3DisciplineYellow cards3Red cards0
Amine Oudrhiri Idrissi,Rio Ave,"184 cmHeight10Shirt31 yearsNov 4, 1992RightPreferred footFranceCountry€340KMarket value",PositionPrimaryCentral MidfielderCM,Touches45%Shot attempts4%Goals31%Chances created3%Aerial duels won13%Defensive actions32%,0Goals0Assists4Started4Matches320Minutes played6.52Rating0Yellow cards0Red cards,Season performanceMinutes played: 320TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.03Successful passes128Pass accuracy93.4%Accurate long balls14Long ball accuracy82.4%PossessionTouches167Dispossessed1Fouls won1DefendingTackles won3Tackles won %100.0%Duels won5Duels won %29.4%Aerial duels won1Aerial duels won %33.3%Interceptions5Fouls committed5Recoveries12Dribbled past4DisciplineYellow cards0Red cards0
Gustavo Henrique Rodrigues,Estrela da Amadora,"176 cmHeight11Shirt25 yearsMay 24, 1999RightPreferred footBrazilCountry€450KMarket value",PositionPrimaryLeft MidfielderLM,,0Goals0Assists3Started3Matches169Minutes played6.43Rating0Yellow cards0Red cards,Season performanceMinutes played: 169TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.04Successful passes33Pass accuracy84.6%Accurate long balls1Long ball accuracy50.0%Chances created2PossessionSuccessful dribbles2Dribble success16.7%Touches90Touches in opposition box2Dispossessed3Fouls won8DefendingTackles won4Tackles won %57.1%Duels won19Duels won %50.0%Aerial duels won2Aerial duels won %66.7%Interceptions1Fouls committed2Recoveries9Dribbled past3DisciplineYellow cards0Red cards0
Joao Novais,Rio Ave,"183 cmHeight6Shirt31 yearsJul 10, 1993RightPreferred footPortugalCountry€900KMarket value","PositionPrimaryCentral MidfielderOthersDefensive Midfielder, Attacking MidfielderDMCMAM",Touches65%Shot attempts37%Goals36%Chances created60%Aerial duels won33%Defensive actions51%,0Goals0Assists4Started4Matches307Minutes played6.62Rating0Yellow cards0Red cards,Season performanceMinutes played: 307TotalPer 90ShootingRankGoals0Expected goals (xG)0.18Non-penalty xG0.18Shots3PassingAssists0Expected assists (xA)0.27Successful passes108Pass accuracy81.8%Accurate long balls16Long ball accuracy57.1%Chances created4Successful crosses4Cross accuracy22.2%PossessionSuccessful dribbles1Dribble success50.0%Touches183Touches in opposition box2Dispossessed2Fouls won5DefendingTackles won3Tackles won %50.0%Duels won13Duels won %50.0%Aerial duels won1Aerial duels won %50.0%Interceptions2Fouls committed3Recoveries13Possession won final 3rd2Dribbled past6DisciplineYellow cards0Red cards0
Alysson,Alverca,"183 cmHeight21 yearsSep 26, 2002RightPreferred footBrazilCountry",PositionPrimaryCenter-backCB,,0Goals0Assists2Started2Matches164Minutes played6.42Rating0Yellow cards0Red cards,Season performanceMinutes played: 164TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.01Successful passes102Pass accuracy91.1%Accurate long balls10Long ball accuracy71.4%PossessionTouches125Dispossessed0DefendingPenalties conceded1Tackles won2Tackles won %100.0%Duels won2Duels won %33.3%Fouls committed2Recoveries9DisciplineYellow cards0Red cards0
Alejandro Marques,Estoril,"189 cmHeight9Shirt24 yearsAug 4, 2000RightPreferred footVenezuelaCountry€520KMarket value",PositionPrimaryStrikerST,Touches8%Shot attempts78%Goals59%Chances created5%Aerial duels won28%Defensive actions79%,1Goals0Assists4Started4Matches327Minutes played6.42Rating0Yellow cards0Red cards,Season performanceMinutes played: 327TotalPer 90ShootingRankGoals1Expected goals (xG)0.24xG on target (xGOT)0.40Non-penalty xG0.24Shots5Shots on target1PassingAssists0Expected assists (xA)0.01Successful passes28Pass accuracy71.8%Chances created2PossessionSuccessful dribbles4Dribble success50.0%Touches85Touches in opposition box12Dispossessed8Fouls won5DefendingTackles won1Tackles won %50.0%Duels won18Duels won %41.9%Aerial duels won7Aerial duels won %46.7%Interceptions1Fouls committed5Recoveries8Possession won final 3rd4DisciplineYellow cards0Red cards0
